model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	distance	diff_param	diff_hybrid	time
 2.15e-04	 2.75e-08	 1.53e-08	1D_2_4b	4	1.2777943	-0.98281195	1.85	1	0.60505623	0.60624444	0.1035948	0.099824288	3.9001964	0.99998963	-0.67472189	-0.84539199	-0.84543053	0.041633024	0.094693526	0.094680313	0.037975048	0.41845273	1.7736972	1.7738645	-8.950299	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:37	U=U_1;mu=mu_1;t=t_1
 2.15e-04	 7.84e-09	 4.50e-09	1D_2_4b	4	1.2777943	-0.982812	1.85	1	0.60505623	0.60624444	0.1035948	0.09982429	3.9001964	0.99998963	-0.67472189	-0.845392	-0.84543053	0.041633023	0.094693528	0.094680312	0.037975048	0.41845273	1.7736972	1.7738645	-8.9502992	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:37	U=U_1;mu=mu_1;t=t_1
 2.15e-04	 2.13e-09	 1.29e-09	1D_2_4b	4	1.2777943	-0.98281201	1.85	1	0.60505623	0.60624444	0.1035948	0.099824291	3.9001964	0.99998963	-0.67472189	-0.845392	-0.84543052	0.041633023	0.094693528	0.094680312	0.037975048	0.41845273	1.7736972	1.7738645	-8.9502993	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:37	U=U_1;mu=mu_1;t=t_1
 2.15e-04	 0.00e+00	 3.67e-10	1D_2_4b	4	1.2777943	-0.98281202	1.85	1	0.60505623	0.60624444	0.1035948	0.099824291	3.9001964	0.99998963	-0.67472189	-0.845392	-0.84543052	0.041633023	0.094693528	0.094680312	0.037975048	0.41845273	1.7736972	1.7738645	-8.9502993	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:37	U=U_1;mu=mu_1;t=t_1
distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 9.20e-05	 1.69e-01	 1.00e+06	1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.02e-04	 2.98e-02	 2.57e-02	1D_2_4b	4	1.2125143	-1.2125143	2	1	0.61059561	0.61059561	0.10243189	0.093366127	3.9066339	1	-0.67685979	-0.82180192	-0.82180192	0.041247814	0.088826223	0.088826223	0.036376196	0.4219759	1.7822714	1.7822714	-10.161484	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.14e-04	 1.33e-02	 5.84e-03	1D_2_4b	4	1.1704256	-1.1704256	2	1	0.61222434	0.61222434	0.10340336	0.09813463	3.9018654	1	-0.67525981	-0.8400643	-0.8400643	0.041569937	0.093155369	0.093155369	0.037671716	0.41917532	1.7750871	1.7750871	-10.003892	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.18e-04	 4.10e-03	 1.66e-03	1D_2_4b	4	1.1516841	-1.1516841	2	1	0.61036844	0.61036844	0.10360817	0.099379398	3.9006206	1	-0.67485012	-0.84443885	-0.84443885	0.041637614	0.094286021	0.094286021	0.037958412	0.41853447	1.7736198	1.7736198	-9.9295016	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.19e-04	 1.17e-03	 4.67e-04	1D_2_4b	4	1.1459294	-1.1459294	2	1	0.60966818	0.60966818	0.10365962	0.099719039	3.900281	1	-0.67473917	-0.84559769	-0.84559769	0.041654591	0.094594689	0.094594689	0.038031915	0.41836787	1.7732574	1.7732574	-9.906445	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 3.29e-04	 1.30e-04	1D_2_4b	4	1.1442845	-1.1442845	2	1	0.60945798	0.60945798	0.10367343	0.099812821	3.9001872	1	-0.67470861	-0.84591466	-0.84591466	0.041659148	0.094679936	0.094679936	0.038051798	0.41832259	1.7731607	1.7731607	-9.8998383	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 9.15e-05	 3.63e-05	1D_2_4b	4	1.1438238	-1.1438238	2	1	0.60939825	0.60939825	0.10367723	0.09983881	3.9001612	1	-0.67470015	-0.84600225	-0.84600225	0.0416604	0.094703562	0.094703562	0.038057272	0.41831011	1.7731342	1.7731342	-9.8979862	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 2.54e-05	 1.01e-05	1D_2_4b	4	1.1436955	-1.1436955	2	1	0.60938155	0.60938155	0.10367828	0.09984602	3.900154	1	-0.6746978	-0.84602652	-0.84602652	0.041660746	0.094710117	0.094710117	0.038058787	0.41830665	1.7731269	1.7731269	-9.8974704	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 7.06e-06	 2.80e-06	1D_2_4b	4	1.1436599	-1.1436599	2	1	0.60937691	0.60937691	0.10367857	0.099848021	3.900152	1	-0.67469715	-0.84603326	-0.84603326	0.041660842	0.094711936	0.094711936	0.038059208	0.41830569	1.7731248	1.7731248	-9.8973271	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 1.96e-06	 7.77e-07	1D_2_4b	4	1.14365	-1.14365	2	1	0.60937562	0.60937562	0.10367865	0.099848577	3.9001514	1	-0.67469697	-0.84603513	-0.84603513	0.041660869	0.094712441	0.094712441	0.038059324	0.41830542	1.7731243	1.7731243	-9.8972873	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 5.45e-07	 2.16e-07	1D_2_4b	4	1.1436472	-1.1436472	2	1	0.60937526	0.60937526	0.10367867	0.099848731	3.9001513	1	-0.67469692	-0.84603565	-0.84603565	0.041660876	0.094712581	0.094712581	0.038059357	0.41830535	1.7731241	1.7731241	-9.8972763	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 1.49e-07	 5.99e-08	1D_2_4b	4	1.1436465	-1.1436465	2	1	0.60937516	0.60937516	0.10367868	0.099848774	3.9001512	1	-0.6746969	-0.84603579	-0.84603579	0.041660879	0.09471262	0.09471262	0.038059366	0.41830533	1.7731241	1.7731241	-9.8972732	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 1.23e-04	 2.32e-02	 1.00e+06	1D_2_4b	4	1.1436462	-1.1436462	1.95	1	0.60937513	0.60937513	0.1025134	0.10227826	3.9024594	0.99763116	-0.67467625	-0.85533928	-0.83708459	0.04128635	0.096836929	0.092687321	0.038080528	0.41825654	1.7615795	1.7844181	-9.7973908	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.27e-04	 8.31e-03	 4.69e-03	1D_2_4b	4	1.1756982	-1.1100771	1.95	1	0.60851653	0.60994403	0.10334036	0.10056369	3.9008045	0.99931593	-0.6746871	-0.84869154	-0.84356041	0.041552487	0.095336524	0.094144026	0.038064852	0.41829177	1.7697632	1.7764387	-9.6629119	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 2.57e-03	 1.33e-03	1D_2_4b	4	1.1870546	-1.0979442	1.95	1	0.6087452	0.60940917	0.10357554	0.1000524	3.9003422	0.99980268	-0.67469585	-0.84674693	-0.84529155	0.041627804	0.094890219	0.094547271	0.038055034	0.41831186	1.7721934	1.7741331	-9.61419	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 7.74e-04	 3.98e-04	1D_2_4b	4	1.1904874	-1.0941324	1.95	1	0.60882114	0.60919087	0.10364491	0.099899362	3.9002058	0.99994742	-0.67469887	-0.84616407	-0.8457953	0.041649989	0.094756681	0.094666092	0.038051437	0.41831901	1.7729228	1.7734504	-9.5988592	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 2.32e-04	 1.19e-04	1D_2_4b	4	1.1915047	-1.092969	1.95	1	0.6088414	0.60911944	0.10366562	0.099853781	3.9001648	0.9999907	-0.67469973	-0.84598998	-0.84594576	0.041656608	0.094716918	0.094701771	0.038050329	0.41832118	1.7731414	1.7732466	-9.594177	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 6.95e-05	 3.57e-05	1D_2_4b	4	1.1918061	-1.092617	1.95	1	0.60884686	0.60909726	0.10367182	0.099840238	3.9001525	1.0000037	-0.67469996	-0.84593815	-0.84599106	0.041658591	0.094705107	0.094712541	0.038050009	0.41832179	1.7732068	1.7731855	-9.5927599	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.30e-04	 2.08e-05	 1.07e-05	1D_2_4b	4	1.1918956	-1.0925108	1.95	1	0.60884838	0.60909049	0.10367368	0.099836216	3.9001487	1.0000075	-0.67470001	-0.84592274	-0.84600472	0.041659186	0.094701602	0.094715795	0.03804992	0.41832196	1.7732263	1.7731672	-9.5923324	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.30e-04	 6.24e-06	 3.21e-06	1D_2_4b	4	1.1919222	-1.0924788	1.95	1	0.6088488	0.60908843	0.10367424	0.099835022	3.9001476	1.0000087	-0.67470003	-0.84591815	-0.84600885	0.041659364	0.094700561	0.094716779	0.038049895	0.41832201	1.7732322	1.7731618	-9.5922036	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.30e-04	 1.87e-06	 9.61e-07	1D_2_4b	4	1.1919302	-1.0924692	1.95	1	0.60884892	0.60908781	0.10367441	0.099834667	3.9001473	1.000009	-0.67470003	-0.84591679	-0.84601009	0.041659418	0.094700252	0.094717075	0.038049888	0.41832202	1.7732339	1.7731601	-9.5921648	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.30e-04	 5.59e-07	 2.88e-07	1D_2_4b	4	1.1919325	-1.0924663	1.95	1	0.60884896	0.60908762	0.10367446	0.099834561	3.9001471	1.0000091	-0.67470003	-0.84591638	-0.84601047	0.041659434	0.09470016	0.094717165	0.038049886	0.41832203	1.7732345	1.7731596	-9.5921531	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.30e-04	 1.68e-07	 8.63e-08	1D_2_4b	4	1.1919332	-1.0924654	1.95	1	0.60884897	0.60908756	0.10367448	0.09983453	3.9001471	1.0000092	-0.67470003	-0.84591626	-0.84601058	0.041659439	0.094700132	0.094717192	0.038049885	0.41832203	1.7732346	1.7731595	-9.5921496	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 1.59e-04	 1.95e-03	 1.00e+06	1D_2_4b	4	1.2402206	-1.0412841	1.9	1	0.60832281	0.60879996	0.10367028	0.099820275	3.900143	1.0000184	-0.67470316	-0.84579654	-0.84598542	0.041658	0.094687637	0.094721803	0.038040396	0.41833874	1.7733454	1.7731949	-9.2870249	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 2.06e-04	 1.23e-04	1D_2_4b	4	1.2372579	-1.0389944	1.9	1	0.60752412	0.60810714	0.10365048	0.099814562	3.9001612	1.0000121	-0.67470982	-0.84567238	-0.84582354	0.041651432	0.094683223	0.094706853	0.038022274	0.41837097	1.7734502	1.7733661	-9.2771288	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 2.91e-05	 1.31e-05	1D_2_4b	4	1.2369193	-1.0387832	1.9	1	0.60744969	0.60804224	0.10364845	0.09981879	3.9001613	1.00001	-0.67470937	-0.84567854	-0.8458141	0.041650768	0.094687078	0.094706986	0.038021399	0.4183722	1.773448	1.7733852	-9.276221	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 5.91e-06	 2.33e-06	1D_2_4b	4	1.2368657	-1.0387632	1.9	1	0.60744148	0.60803562	0.10364818	0.099820481	3.9001609	1.0000093	-0.67470905	-0.8456838	-0.8458145	0.041650681	0.094688598	0.094707372	0.038021515	0.41837187	1.7734446	1.7733882	-9.2761358	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 1.49e-06	 6.09e-07	1D_2_4b	4	1.2368541	-1.0387613	1.9	1	0.60744027	0.60803482	0.10364812	0.099821003	3.9001608	1.0000091	-0.67470895	-0.84568559	-0.84581484	0.041650664	0.094689066	0.094707501	0.038021579	0.41837172	1.7734434	1.7733888	-9.2761281	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 4.09e-07	 1.73e-07	1D_2_4b	4	1.2368512	-1.0387612	1.9	1	0.60744003	0.6080347	0.10364811	0.099821154	3.9001607	1.0000091	-0.67470892	-0.84568613	-0.84581495	0.04165066	0.094689201	0.094707536	0.038021599	0.41837168	1.773443	1.773389	-9.2761277	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 1.16e-07	 5.01e-08	1D_2_4b	4	1.2368503	-1.0387613	1.9	1	0.60743998	0.60803468	0.1036481	0.099821197	3.9001607	1.000009	-0.67470891	-0.84568628	-0.84581497	0.041650658	0.09468924	0.094707545	0.038021605	0.41837166	1.7734429	1.7733891	-9.2761278	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 2.15e-04	 2.72e-04	 1.00e+06	1D_2_4b	4	1.2783963	-0.98253457	1.85	1	0.60514811	0.6062165	0.10359945	0.099809442	3.9001915	0.99999955	-0.67472341	-0.84534599	-0.84544901	0.041634499	0.094680574	0.09468423	0.03797444	0.41845437	1.77375	1.7738148	-8.9492111	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 2.15e-04	 4.78e-05	 2.56e-05	1D_2_4b	4	1.2778969	-0.98273163	1.85	1	0.60506099	0.6062375	0.1035961	0.099819365	3.9001948	0.9999929	-0.67472244	-0.84537376	-0.84543637	0.041633437	0.094689191	0.094681663	0.037974604	0.41845369	1.7737158	1.7738509	-8.9499737	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 2.15e-04	 1.25e-05	 6.37e-06	1D_2_4b	4	1.2778195	-0.98278739	1.85	1	0.60505623	0.6062423	0.10359519	0.099822846	3.9001959	0.99999062	-0.67472204	-0.84538648	-0.84543239	0.041633145	0.094692255	0.094680757	0.037974909	0.41845302	1.7737028	1.7738605	-8.9501989	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 2.15e-04	 3.62e-06	 1.94e-06	1D_2_4b	4	1.2778012	-0.98280447	1.85	1	0.60505612	0.60624377	0.10359492	0.099823876	3.9001963	0.99998992	-0.67472193	-0.8453904	-0.84543112	0.04163306	0.094693164	0.094680456	0.037975009	0.41845281	1.7736989	1.7738633	-8.9502685	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 2.15e-04	 1.07e-06	 5.82e-07	1D_2_4b	4	1.2777962	-0.98280971	1.85	1	0.60505618	0.60624423	0.10359483	0.099824172	3.9001964	0.99998972	-0.6747219	-0.84539154	-0.84543071	0.041633034	0.094693424	0.094680358	0.037975038	0.41845275	1.7736977	1.7738642	-8.9502899	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
 2.15e-04	 3.16e-07	 1.74e-07	1D_2_4b	4	1.2777948	-0.98281132	1.85	1	0.60505621	0.60624438	0.10359481	0.099824257	3.9001964	0.99998966	-0.67472189	-0.84539187	-0.84543058	0.041633027	0.094693499	0.094680326	0.037975045	0.41845274	1.7736974	1.7738644	-8.9502964	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:38	U=U_1;mu=mu_1;t=t_1
distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 9.20e-05	 1.69e-01	 1.00e+06	1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.02e-04	 2.98e-02	 2.57e-02	1D_2_4b	4	1.2125147	-1.2125146	2	1	0.61059572	0.61059569	0.10243189	0.09336613	3.9066339	1	-0.67685979	-0.82180195	-0.82180195	0.041247815	0.088826226	0.088826227	0.036376198	0.42197589	1.7822714	1.7822714	-10.161485	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.14e-04	 1.33e-02	 5.84e-03	1D_2_4b	4	1.1704255	-1.1704259	2	1	0.61222434	0.6122244	0.10340336	0.098134639	3.9018654	1	-0.67525981	-0.84006434	-0.84006432	0.041569937	0.093155376	0.093155371	0.037671718	0.41917531	1.7750871	1.7750871	-10.003893	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.18e-04	 4.10e-03	 1.66e-03	1D_2_4b	4	1.1516841	-1.1516843	2	1	0.61036846	0.61036853	0.10360818	0.099379411	3.9006206	1	-0.67485011	-0.8444389	-0.84443892	0.041637615	0.094286033	0.094286035	0.037958417	0.41853446	1.7736198	1.7736197	-9.9295024	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.19e-04	 1.17e-03	 4.67e-04	1D_2_4b	4	1.1459294	-1.1459294	2	1	0.60966822	0.60966824	0.10365962	0.09971905	3.9002809	1	-0.67473916	-0.84559773	-0.84559774	0.041654592	0.094594698	0.094594701	0.038031919	0.41836786	1.7732574	1.7732574	-9.9064453	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 3.28e-04	 1.30e-04	1D_2_4b	4	1.1442846	-1.1442846	2	1	0.60945799	0.60945802	0.10367344	0.099812821	3.9001872	1	-0.67470861	-0.84591466	-0.84591469	0.041659149	0.094679936	0.094679942	0.038051799	0.41832259	1.7731607	1.7731607	-9.8998384	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 9.14e-05	 3.63e-05	1D_2_4b	4	1.1438241	-1.1438239	2	1	0.60939833	0.60939828	0.10367723	0.099838804	3.9001612	1	-0.67470015	-0.84600224	-0.84600223	0.0416604	0.094703557	0.094703556	0.038057271	0.41831011	1.7731342	1.7731342	-9.8979868	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 1.23e-04	 2.32e-02	 1.00e+06	1D_2_4b	4	1.1438241	-1.1438239	1.95	1	0.60939833	0.60939828	0.10251208	0.10226799	3.9024691	0.99763143	-0.6746795	-0.8553052	-0.83705141	0.041285911	0.096827642	0.092678441	0.038078428	0.41826133	1.7615909	1.784427	-9.7981052	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.27e-04	 8.31e-03	 4.69e-03	1D_2_4b	4	1.1757495	-1.1101246	1.95	1	0.60852306	0.60995037	0.10334	0.10056081	3.9008071	0.99931602	-0.67468801	-0.84868186	-0.84355135	0.041552369	0.095333913	0.094141579	0.038064267	0.41829311	1.7697665	1.7764411	-9.663103	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 2.57e-03	 1.33e-03	1D_2_4b	4	1.1870694	-1.0979576	1.95	1	0.60874716	0.60941103	0.10357544	0.1000516	3.900343	0.99980271	-0.6746961	-0.84674427	-0.8452891	0.041627773	0.094889498	0.094546602	0.038054877	0.41831222	1.7721943	1.7741337	-9.6142438	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 7.74e-04	 3.98e-04	1D_2_4b	4	1.1904911	-1.0941358	1.95	1	0.60882157	0.60919136	0.10364489	0.099899148	3.900206	0.99994743	-0.67469894	-0.84616334	-0.84579465	0.041649981	0.094756487	0.094665916	0.038051394	0.41831911	1.772923	1.7734506	-9.5988732	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 2.32e-04	 1.19e-04	1D_2_4b	4	1.1915055	-1.0929702	1.95	1	0.6088415	0.60911961	0.10366561	0.099853724	3.9001649	0.9999907	-0.67469975	-0.84598979	-0.84594557	0.041656605	0.094716866	0.094701718	0.038050316	0.41832121	1.7731414	1.7732467	-9.5941817	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 6.98e-05	 3.57e-05	1D_2_4b	4	1.1918065	-1.0926174	1.95	1	0.60884693	0.60909732	0.10367182	0.099840219	3.9001525	1.0000037	-0.67469996	-0.84593809	-0.84599099	0.04165859	0.09470509	0.094712521	0.038050005	0.4183218	1.7732068	1.7731856	-9.5927616	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 1.59e-04	 1.85e-03	 1.00e+06	1D_2_4b	4	1.239789	-1.0414109	1.9	1	0.60829554	0.60879636	0.10366641	0.099841688	3.9001437	1.0000073	-0.67469977	-0.84587396	-0.84597984	0.041656778	0.094706674	0.094721543	0.038042737	0.4183335	1.7732795	1.7732371	-9.2875364	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 1.82e-04	 1.23e-04	1D_2_4b	4	1.2371395	-1.0390409	1.9	1	0.60751827	0.60810803	0.10364933	0.099820759	3.9001616	1.0000088	-0.67470886	-0.84569506	-0.84582148	0.04165107	0.094688727	0.094706611	0.038022967	0.41836943	1.7734305	1.7733786	-9.277318	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 2.17e-05	 1.21e-05	1D_2_4b	4	1.2368856	-1.0387987	1.9	1	0.60744823	0.60804281	0.1036481	0.099820578	3.9001615	1.000009	-0.67470911	-0.84568512	-0.84581331	0.041650658	0.094688665	0.094706858	0.038021596	0.41837176	1.7734422	1.773389	-9.2762844	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 2.15e-04	 5.26e-04	 1.00e+06	1D_2_4b	4	1.2790614	-0.9823679	1.85	1	0.60520223	0.60623474	0.10360598	0.099780281	3.9001877	1.000016	-0.67472751	-0.84524264	-0.84546902	0.041636576	0.094654671	0.094687018	0.037971934	0.41846018	1.773842	1.773746	-8.9485559	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
 2.15e-04	 1.12e-04	 5.04e-05	1D_2_4b	4	1.2780568	-0.98265047	1.85	1	0.60506703	0.60623422	0.10359786	0.099810751	3.9001937	0.99999778	-0.67472368	-0.84534192	-0.84544116	0.041633992	0.094681552	0.09468252	0.037973676	0.41845572	1.7737445	1.773832	-8.9496435	R0:N6:S0:1	84c6a2b	v.1.0.7	2022-09-29@16:41	U=U_1;mu=mu_1;t=t_1
